order_id,datetime,is_weekend,is_festive_season,app,city,city_tier,category,items_ordered,order_amount_rupees,discount_rupees,final_amount_rupees,delivery_fee_rupees,payment_mode,delivery_slot,delivery_time_minutes,dark_store_id,order_status,cancel_return_reason,customer_rating,age_group,gender,user_type,customer_lifetime_orders,days_since_last_order,promo_code_used,estimated_delivery_distance_km
QC2015000066242,24-10-2015 09:58,1,0,Dunzo Daily,Kolkata,Tier 1,Electronics,3,379.37,0,379.37,13,Cash on Delivery,20-30 min,20.8,DS0259,Delivered,,3.9,25-34,Female,New User,0,,Referral,0.93
QC2015000066243,12-12-2015 13:24,1,0,Dunzo Daily,Kolkata,Tier 1,Household,2,214.45,42.89,171.56,46,Cash on Delivery,30-45 min,45.9,DS0279,Delivered,,,35-44,Male,Returning User,33,48,,1.3
QC2015000066244,23-01-2015 12:12,0,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,5,316.67,79.17,237.5,12,Cash on Delivery,30-45 min,26.7,DS0292,Delivered,,3.4,35-44,Male,Returning User,9,16,No Promo,0.77
QC2015000066245,29-08-2015 21:55,1,0,Dunzo Daily,Ahmedabad,Tier 1,Electronics,3,307.39,76.85,230.54,19,Cash on Delivery,20-30 min,24,DS0160,Delivered,,4,45-54,Male,New User,0,,No Promo,0.95
QC2015000066246,01-08-2015 18:03,1,0,Dunzo Daily,Chennai,Tier 1,Electronics,2,531.93,106.39,425.54,35,Cash on Delivery,20-30 min,29.8,DS0415,Delivered,,4,45-54,Female,Returning User,,8,No Promo,1.72
QC2015000066247,21-12-2015 08:07,0,0,Dunzo Daily,Delhi,Tier 1,Fruits & Vegetables,4,338.89,0,338.89,22,Cash on Delivery,20-30 min,23.5,DS0015,Delivered,,3.2,45-54,Female,Returning User,35,1,No Promo,1.36
QC2015000066248,02-01-2015 18:50,0,0,Dunzo Daily,Delhi,Tier 1,Electronics,4,305.37,0,305.37,30,Cash on Delivery,45-60 min,47.2,DS0022,Delivered,,,25-34,Male,New User,0,,No Promo,0.58
QC2015000066249,04-11-2015 18:36,0,0,Dunzo Daily,Mumbai,Tier 1,Baby Products,8,119.81,29.95,89.86,12,Cash on Delivery,20-30 min,32.1,DS0134,Delivered,,4.3,25-34,Male,New User,0,,First Order Discount,1.04
QC2015000066250,30-12-2015 13:45,0,0,Dunzo Daily,Kolkata,Tier 1,Snacks & Beverages,4,138.31,0,138.31,49,Cash on Delivery,20-30 min,22.2,DS0072,Delivered,,4.2,25-34,Male,New User,0,,No Promo,1.2
QC2015000066251,11-05-2015 16:07,0,0,Dunzo Daily,Chennai,Tier 1,Baby Products,4,284.06,0,284.06,14,Credit Card,30-45 min,29,DS0174,Delivered,,3.9,25-34,Female,Premium User,40,11,No Promo,0.74
QC2015000066252,01-05-2015 13:22,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,1,259.85,0,259.85,21,Wallet,45-60 min,39.5,DS0261,Delivered,,5,25-34,Male,Returning User,7,11,No Promo,0.69
QC2015000066253,18-02-2015 21:54,0,0,Dunzo Daily,Bengaluru,Tier 1,Fruits & Vegetables,2,158.07,7.9,150.17,15,Cash on Delivery,20-30 min,26.8,DS0138,Delivered,,4.7,25-34,Female,New User,0,,No Promo,0.47
QC2015000066254,06-04-2015 10:51,0,0,Dunzo Daily,Delhi,Tier 1,Dairy & Eggs,2,179.9,35.98,143.92,45,Cash on Delivery,30-45 min,37.6,DS0095,Delivered,,2.6,25-34,Female,Returning User,38,42,No Promo,1.61
QC2015000066255,29-08-2015 18:21,1,0,Dunzo Daily,Ahmedabad,Tier 1,Electronics,3,202.54,30.38,172.16,35,Cash on Delivery,30-45 min,38.1,DS0100,Delivered,,4,18-24,Male,New User,0,,Referral,1.61
QC2015000066256,23-05-2015 11:17,1,0,Dunzo Daily,Kolkata,Tier 1,Beauty & Skincare,4,305.75,30.58,275.17,19,Cash on Delivery,30-45 min,41.9,DS0228,Delivered,,3.6,45-54,Other,Returning User,34,20,No Promo,1.18
QC2015000066257,11-08-2015 11:15,0,0,Dunzo Daily,Bengaluru,Tier 1,Personal Care,3,268.92,0,268.92,16,Cash on Delivery,45-60 min,41.7,DS0089,Delivered,,3.4,25-34,Female,Returning User,33,18,No Promo,
QC2015000066258,04-01-2015 08:44,1,0,Dunzo Daily,Bengaluru,Tier 1,Electronics,5,193.89,9.69,184.2,22,Cash on Delivery,60+ min,56.9,DS0161,Delivered,,3.7,25-34,Male,Returning User,27,41,No Promo,0.75
QC2015000066259,03-01-2015 16:55,1,0,Dunzo Daily,Kolkata,Tier 1,Medicines,1,119.42,5.97,113.45,14,Cash on Delivery,30-45 min,39.2,DS0030,Delivered,,3.9,45-54,Male,New User,0,,Referral,1.34
QC2015000066260,07-06-2015 16:51,1,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,2,198.31,49.58,148.73,27,Buy Now Pay Later,20-30 min,20.4,DS0488,Delivered,,4.3,35-44,Female,Returning User,18,60,No Promo,1.49
QC2015000066261,23-05-2015 12:51,1,0,Dunzo Daily,Kolkata,Tier 1,Medicines,1,380.35,0,380.35,45,Cash on Delivery,60+ min,75.4,DS0037,Delivered,,,18-24,Female,New User,0,,Referral,1.73
QC2015000066262,21-01-2015 11:08,0,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,4,264.08,0,264.08,10,Cash on Delivery,45-60 min,61.3,DS0083,Returned,Found better deal,2.2,25-34,Female,New User,0,,First Order Discount,0.69
QC2015000066263,29-04-2015 21:03,0,0,Dunzo Daily,Mumbai,Tier 1,Medicines,7,197.33,59.2,138.13,46,Wallet,30-45 min,47,DS0401,Delivered,,4.2,35-44,Female,New User,0,,No Promo,1.6
QC2015000066264,28-07-2015 05:45,0,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,5,488.37,0,488.37,44,Wallet,20-30 min,22.2,DS0027,Delivered,,4.5,55+,Female,New User,0,,No Promo,1.46
QC2015000066265,20-04-2015 23:31,0,0,Dunzo Daily,Delhi,Tier 1,Baby Products,5,147.94,14.79,133.15,36,Cash on Delivery,45-60 min,27.7,DS0287,Cancelled,Changed my mind,2,45-54,Female,Returning User,12,48,No Promo,0.99
QC2015000066266,24-12-2015 13:51,0,0,Dunzo Daily,Delhi,Tier 1,Snacks & Beverages,3,375.89,0,375.89,23,Cash on Delivery,60+ min,86.1,DS0108,Delivered,,4.5,18-24,Female,New User,0,,No Promo,0.59
QC2015000066267,08-10-2015 14:30,0,0,Dunzo Daily,Hyderabad,Tier 1,Groceries & Staples,2,205.54,10.28,195.26,17,Cash on Delivery,20-30 min,34.5,DS0112,Cancelled,Wrong address,2.2,25-34,Female,Returning User,6,27,First Order Discount,0.37
QC2015000066268,13-04-2015 05:10,0,0,Dunzo Daily,Kolkata,Tier 1,Fruits & Vegetables,4,167.55,0,167.55,45,Cash on Delivery,30-45 min,41,DS0046,Delivered,,4.7,18-24,Other,New User,0,,No Promo,0.65
QC2015000066269,15-12-2015 14:39,0,0,Dunzo Daily,Pune,Tier 1,Baby Products,5,99.29,0,99.29,20,Cash on Delivery,45-60 min,47.1,DS0305,Delivered,,,35-44,Other,Returning User,39,30,No Promo,
QC2015000066270,11-06-2015 08:21,0,0,Dunzo Daily,Hyderabad,Tier 1,Personal Care,5,411.54,0,411.54,44,Debit Card,30-45 min,36.9,DS0340,Delivered,,5,55+,Male,Returning User,21,42,,1.26
QC2015000066271,22-09-2015 06:49,0,0,Dunzo Daily,Hyderabad,Tier 1,Dairy & Eggs,6,195.57,9.78,185.79,15,Cash on Delivery,30-45 min,38.9,DS0198,Delivered,,4.2,45-54,Male,New User,0,,No Promo,1.04
QC2015000066272,03-05-2015 12:49,1,0,Dunzo Daily,Bengaluru,Tier 1,Medicines,2,221.34,11.07,210.27,30,Cash on Delivery,60+ min,79.4,DS0107,Delivered,,,18-24,Male,Returning User,18,51,No Promo,1.83
QC2015000066273,06-04-2015 10:25,0,0,Dunzo Daily,Kolkata,Tier 1,Fruits & Vegetables,2,108.65,0,108.65,11,Cash on Delivery,20-30 min,25.7,DS0207,Delivered,,4.9,45-54,Male,New User,0,,No Promo,0.73
QC2015000066274,06-01-2015 23:15,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,7,139.69,0,139.69,12,Cash on Delivery,30-45 min,38,DS0342,Returned,Delay in delivery,3.2,55+,Male,New User,0,,No Promo,0.73
QC2015000066275,29-11-2015 09:26,1,0,Dunzo Daily,Bengaluru,Tier 1,Medicines,1,331.93,66.39,265.54,12,Cash on Delivery,20-30 min,36.6,DS0216,Delivered,,3.7,25-34,Male,Returning User,25,57,No Promo,1.73
QC2015000066276,24-09-2015 21:00,0,0,Dunzo Daily,Pune,Tier 1,Electronics,1,248.58,49.72,198.86,37,Wallet,10-20 min,14.4,DS0047,Delivered,,4,45-54,Female,New User,0,,No Promo,1.07
QC2015000066277,24-04-2015 08:08,0,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,4,163.63,0,163.63,19,Cash on Delivery,30-45 min,39.7,DS0067,Delivered,,5,25-34,Male,Returning User,40,54,No Promo,0.6
QC2015000066278,25-09-2015 11:29,0,0,Dunzo Daily,Pune,Tier 1,Baby Products,4,176.91,0,176.91,33,Cash on Delivery,30-45 min,35.9,DS0052,Delivered,,5,25-34,Male,New User,0,,No Promo,1.21
QC2015000066279,23-05-2015 07:46,1,0,Dunzo Daily,Delhi,Tier 1,Baby Products,2,329.3,98.79,230.51,31,Debit Card,30-45 min,24.4,DS0196,Delivered,,3.5,45-54,Male,New User,0,,Referral,0.62
QC2015000066280,01-12-2015 14:39,0,0,Dunzo Daily,Ahmedabad,Tier 1,Fruits & Vegetables,5,261.31,13.07,248.24,17,Cash on Delivery,20-30 min,31.3,DS0354,Delivered,,3.8,25-34,Other,Returning User,27,30,No Promo,0.64
QC2015000066281,05-01-2015 07:10,0,0,Dunzo Daily,Chennai,Tier 1,Baby Products,3,277,41.55,235.45,21,Cash on Delivery,20-30 min,23.8,DS0281,Delivered,,3.8,25-34,Female,New User,0,,No Promo,1.09
QC2015000066282,02-08-2015 08:39,1,0,Dunzo Daily,Hyderabad,Tier 1,Medicines,10,368.35,18.42,349.93,48,Cash on Delivery,45-60 min,54.2,DS0076,Delivered,,,35-44,Male,Premium User,31,12,No Promo,0.99
QC2015000066283,05-08-2015 10:29,0,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,1,105.53,0,105.53,23,Cash on Delivery,30-45 min,45.9,DS0430,Delivered,,3.5,35-44,Female,New User,0,,,1.1
QC2015000066284,01-10-2015 13:07,0,0,Dunzo Daily,Kolkata,Tier 1,Groceries & Staples,1,1255.22,0,1255.22,0,Cash on Delivery,30-45 min,34.3,DS0205,Delivered,,4.6,18-24,Female,Returning User,28,24,No Promo,2.17
QC2015000066285,26-09-2015 13:03,1,0,Dunzo Daily,Hyderabad,Tier 1,Baby Products,3,254.51,12.73,241.78,30,Cash on Delivery,20-30 min,29.1,DS0061,Delivered,,4.6,25-34,Male,New User,0,,No Promo,1.06
QC2015000066286,09-04-2015 12:28,0,0,Dunzo Daily,Mumbai,Tier 1,Electronics,3,353.73,35.37,318.36,43,Cash on Delivery,45-60 min,55.4,DS0345,Delivered,,2.8,25-34,Female,Returning User,34,2,First Order Discount,0.44
QC2015000066287,29-01-2015 20:44,0,0,Dunzo Daily,Mumbai,Tier 1,Household,6,179.72,0,179.72,35,Cash on Delivery,30-45 min,33.1,DS0145,Delivered,,4.2,25-34,Female,New User,0,,No Promo,0.98
QC2015000066288,06-01-2015 07:06,0,0,Dunzo Daily,Mumbai,Tier 1,Electronics,2,152.37,22.86,129.51,24,Cash on Delivery,45-60 min,51.9,DS0149,Delivered,,4.4,25-34,Other,New User,0,,No Promo,1.16
QC2015000066289,28-10-2015 21:26,0,0,Dunzo Daily,Bengaluru,Tier 1,Medicines,1,209.51,31.43,178.08,50,Cash on Delivery,20-30 min,31.2,DS0356,Delivered,,4.1,35-44,Male,Returning User,11,21,First Order Discount,2.27
QC2015000066290,10-05-2015 12:24,1,0,Dunzo Daily,Ahmedabad,Tier 1,Household,2,298.09,59.62,238.47,25,Cash on Delivery,60+ min,97.2,DS0414,Delivered,,5,45-54,Male,Returning User,22,48,No Promo,1.79
QC2015000066291,19-05-2015 14:33,0,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,7,342.82,0,342.82,41,Cash on Delivery,Under 10 min,9.3,DS0232,Delivered,,4,35-44,Male,New User,0,,No Promo,1
QC2015000066292,16-02-2015 13:45,0,0,Dunzo Daily,Mumbai,Tier 1,Baby Products,3,224.86,0,224.86,39,Credit Card,60+ min,58.9,DS0089,Delivered,,,25-34,Female,New User,0,,No Promo,1.15
QC2015000066293,19-06-2015 14:26,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,4,372.56,0,372.56,31,Cash on Delivery,20-30 min,25,DS0182,Delivered,,3.1,25-34,Female,Returning User,10,22,No Promo,1.19
QC2015000066294,06-08-2015 12:27,0,0,Dunzo Daily,Bengaluru,Tier 1,Beauty & Skincare,3,132.11,0,132.11,27,Cash on Delivery,45-60 min,45,DS0431,Delivered,,4.6,35-44,Male,Returning User,19,38,No Promo,0.37
QC2015000066295,10-07-2015 11:41,0,0,Dunzo Daily,Mumbai,Tier 1,Groceries & Staples,1,159.61,0,159.61,38,Debit Card,45-60 min,58.1,DS0354,Delivered,,,35-44,Female,New User,0,,No Promo,1.03
QC2015000066296,17-11-2015 22:33,0,0,Dunzo Daily,Delhi,Tier 1,Household,5,271.53,0,271.53,13,Debit Card,20-30 min,24.6,DS0463,Delivered,,,25-34,Female,Premium User,87,1,No Promo,1.92
QC2015000066297,01-09-2015 18:43,0,0,Dunzo Daily,Bengaluru,Tier 1,Dairy & Eggs,7,181.37,0,181.37,44,Cash on Delivery,10-20 min,14.5,DS0493,Delivered,,3.9,25-34,Male,Premium User,79,8,No Promo,1.16
QC2015000066298,22-12-2015 06:25,0,0,Dunzo Daily,Kolkata,Tier 1,Groceries & Staples,3,352.8,0,352.8,37,Cash on Delivery,30-45 min,36.7,DS0421,Delivered,,4,18-24,Female,Returning User,14,57,No Promo,0.86
QC2015000066299,02-12-2015 08:11,0,0,Dunzo Daily,Mumbai,Tier 1,Baby Products,2,221.17,11.06,210.11,10,Debit Card,30-45 min,38.1,DS0140,Delivered,,4,35-44,Male,New User,0,,,1.65
QC2015000066300,29-05-2015 09:25,0,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,1,279.68,41.95,237.73,16,Cash on Delivery,45-60 min,53.7,DS0362,Delivered,,4.7,25-34,Female,New User,0,,No Promo,2.17
QC2015000066301,01-07-2015 17:39,0,0,Dunzo Daily,Delhi,Tier 1,Personal Care,4,160.89,32.18,128.71,35,Cash on Delivery,20-30 min,29.9,DS0059,Delivered,,3.8,18-24,Male,Returning User,9,47,No Promo,1.48
QC2015000066302,25-01-2015 15:45,1,0,Dunzo Daily,Ahmedabad,Tier 1,Personal Care,3,372.28,111.68,260.6,20,Cash on Delivery,20-30 min,33.4,DS0113,Delivered,,4.6,25-34,Female,New User,0,,No Promo,0.97
QC2015000066303,18-06-2015 14:40,0,0,Dunzo Daily,Chennai,Tier 1,Medicines,1,344.53,0,344.53,47,Debit Card,20-30 min,30.4,DS0283,Delivered,,4.1,25-34,Male,Returning User,8,36,No Promo,1.7
QC2015000066304,31-10-2015 08:35,1,0,Dunzo Daily,Delhi,Tier 1,Fruits & Vegetables,3,456.09,0,456.09,28,Cash on Delivery,45-60 min,64,DS0461,Delivered,,3.6,18-24,Male,Returning User,13,19,No Promo,1.57
QC2015000066305,03-09-2015 19:06,0,0,Dunzo Daily,Ahmedabad,Tier 1,Personal Care,7,358.76,0,358.76,28,Cash on Delivery,20-30 min,26.5,DS0106,Delivered,,4.8,25-34,Male,Returning User,11,14,No Promo,1.16
QC2015000066306,24-02-2015 09:55,0,0,Dunzo Daily,Bengaluru,Tier 1,Electronics,5,147.83,36.96,110.87,34,Wallet,30-45 min,31.7,DS0222,Delivered,,3.7,18-24,Male,New User,0,,No Promo,0.64
QC2015000066307,06-04-2015 10:56,0,0,Dunzo Daily,Bengaluru,Tier 1,Medicines,6,394.7,19.74,374.96,19,Cash on Delivery,20-30 min,28.2,DS0433,Delivered,,4.4,35-44,Female,Premium User,,9,No Promo,1.43
QC2015000066308,03-11-2015 14:54,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,4,262.58,0,262.58,28,Cash on Delivery,45-60 min,55.6,DS0167,Delivered,,4,18-24,Male,Returning User,8,40,No Promo,0.3
QC2015000066309,03-09-2015 15:23,0,0,Dunzo Daily,Chennai,Tier 1,Medicines,3,109.69,10.97,98.72,27,Cash on Delivery,20-30 min,,DS0382,Delivered,,4,18-24,Male,New User,0,,No Promo,0.32
QC2015000066310,14-11-2015 15:29,1,0,Dunzo Daily,Chennai,Tier 1,Snacks & Beverages,3,244.8,0,244.8,21,Cash on Delivery,30-45 min,30.3,DS0251,Delivered,,5,45-54,Male,New User,0,,No Promo,0.99
QC2015000066311,02-08-2015 19:02,1,0,Dunzo Daily,Hyderabad,Tier 1,Baby Products,3,191.73,28.76,162.97,18,Cash on Delivery,20-30 min,28.4,DS0103,Delivered,,4,35-44,Male,New User,0,,No Promo,0.86
QC2015000066312,24-05-2015 09:25,1,0,Dunzo Daily,Mumbai,Tier 1,Household,6,219.54,32.93,186.61,49,Debit Card,20-30 min,29.9,DS0474,Delivered,,3.5,55+,Male,New User,0,,No Promo,1.48
QC2015000066313,30-10-2015 17:41,0,0,Dunzo Daily,Mumbai,Tier 1,Dairy & Eggs,2,346.05,0,346.05,40,Cash on Delivery,20-30 min,28.6,DS0178,Delivered,,4.9,35-44,Female,New User,0,,No Promo,1.38
QC2015000066314,07-07-2015 16:45,0,0,Dunzo Daily,Delhi,Tier 1,Snacks & Beverages,4,175.68,0,175.68,48,Wallet,30-45 min,42.5,DS0394,Returned,Wrong address,2,25-34,Female,New User,0,,No Promo,0.71
QC2015000066315,13-06-2015 14:01,1,0,Dunzo Daily,Mumbai,Tier 1,Personal Care,5,153.69,0,153.69,34,Cash on Delivery,45-60 min,53.9,DS0466,Delivered,,4.3,18-24,Female,Returning User,11,11,No Promo,0.99
QC2015000066316,31-10-2015 12:37,1,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,3,347.04,34.7,312.34,39,Cash on Delivery,45-60 min,46.4,DS0475,Delivered,,4.8,35-44,Female,Returning User,38,51,No Promo,1.58
QC2015000066317,29-10-2015 20:17,0,0,Dunzo Daily,Kolkata,Tier 1,Household,2,194.57,0,194.57,42,Cash on Delivery,60+ min,59.8,DS0274,Delivered,,3,25-34,Female,Returning User,22,42,No Promo,1.59
QC2015000066318,08-01-2015 22:52,0,0,Dunzo Daily,Delhi,Tier 1,Electronics,2,233.26,0,233.26,20,Debit Card,60+ min,103.9,DS0202,Delivered,,3.8,25-34,Male,New User,0,,First Order Discount,1.67
QC2015000066319,05-12-2015 12:43,1,0,Dunzo Daily,Hyderabad,Tier 1,Fruits & Vegetables,3,163.36,0,163.36,37,Cash on Delivery,30-45 min,38.5,DS0350,Returned,Changed my mind,4.1,25-34,Male,New User,0,,No Promo,1.06
QC2015000066320,09-07-2015 15:17,0,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,2,177.37,0,177.37,18,Cash on Delivery,20-30 min,24.1,DS0461,Delivered,,4.4,35-44,Male,Returning User,31,34,No Promo,1.45
QC2015000066321,24-05-2015 18:48,1,0,Dunzo Daily,Pune,Tier 1,Household,4,139.42,0,139.42,17,Wallet,20-30 min,23.7,DS0462,Delivered,,3.8,35-44,Female,New User,0,,No Promo,1.38
QC2015000066322,07-02-2015 09:43,1,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,5,114.63,0,114.63,28,Cash on Delivery,30-45 min,33.4,DS0336,Delivered,,5,18-24,Male,Returning User,35,8,No Promo,0.94
QC2015000066323,30-09-2015 20:06,0,0,Dunzo Daily,Bengaluru,Tier 1,Beauty & Skincare,4,140.09,0,140.09,14,Cash on Delivery,20-30 min,27.2,DS0496,Returned,Found better deal,1.8,18-24,Male,Returning User,6,46,No Promo,2.43
QC2015000066324,24-07-2015 23:05,0,0,Dunzo Daily,Ahmedabad,Tier 1,Baby Products,2,129.22,38.77,90.45,10,Debit Card,45-60 min,58,DS0214,Cancelled,Changed my mind,3.3,55+,Male,Returning User,23,57,,1.73
QC2015000066325,13-04-2015 10:26,0,0,Dunzo Daily,Hyderabad,Tier 1,Medicines,1,441.44,66.22,375.22,41,Cash on Delivery,60+ min,61.7,DS0142,Delivered,,4.2,45-54,Male,New User,0,,No Promo,1
QC2015000066326,18-01-2015 13:33,1,0,Dunzo Daily,Hyderabad,Tier 1,Electronics,7,150.9,0,150.9,28,Cash on Delivery,30-45 min,37.8,DS0074,Delivered,,4.7,25-34,Male,Returning User,37,22,No Promo,1.53
QC2015000066327,17-08-2015 08:22,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,5,230.26,0,230.26,45,Cash on Delivery,30-45 min,28.2,DS0088,Delivered,,5,25-34,Female,New User,0,,No Promo,0.52
QC2015000066328,18-01-2015 09:46,1,0,Dunzo Daily,Bengaluru,Tier 1,Medicines,3,547.94,54.79,493.15,48,Cash on Delivery,20-30 min,29.6,DS0266,Delivered,,3.7,35-44,Male,New User,0,,No Promo,0.41
QC2015000066329,27-11-2015 10:11,0,0,Dunzo Daily,Bengaluru,Tier 1,Electronics,3,242.76,0,242.76,33,Debit Card,45-60 min,76,DS0398,Delivered,,,35-44,Male,Premium User,190,3,No Promo,0.68
QC2015000066330,13-02-2015 18:43,0,0,Dunzo Daily,Bengaluru,Tier 1,Beauty & Skincare,4,407.39,20.37,387.02,16,Cash on Delivery,20-30 min,30.7,DS0015,Delivered,,3.7,35-44,Male,New User,0,,No Promo,0.82
QC2015000066331,16-12-2015 13:32,0,0,Dunzo Daily,Kolkata,Tier 1,Medicines,1,265.31,0,265.31,28,Debit Card,60+ min,72.9,DS0143,Delivered,,,25-34,Male,New User,0,,No Promo,1.36
QC2015000066332,04-08-2015 12:20,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,4,302.67,0,302.67,33,Cash on Delivery,45-60 min,46.6,DS0480,Delivered,,,25-34,Male,Returning User,23,16,,1.92
QC2015000066333,23-03-2015 13:15,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,6,102.42,5.12,97.3,37,Cash on Delivery,30-45 min,41.8,DS0127,Delivered,,3.3,55+,Female,New User,0,,No Promo,0.3
QC2015000066334,25-02-2015 20:26,0,0,Dunzo Daily,Kolkata,Tier 1,Groceries & Staples,3,244.18,48.84,195.34,38,Cash on Delivery,45-60 min,51.7,DS0438,Delivered,,3.5,18-24,Female,Returning User,5,7,First Order Discount,1.68
QC2015000066335,01-07-2015 14:18,0,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,2,268.03,13.4,254.63,37,Cash on Delivery,30-45 min,43,DS0412,Delivered,,4.4,18-24,Male,New User,0,,No Promo,0.78
QC2015000066336,13-10-2015 22:50,0,0,Dunzo Daily,Bengaluru,Tier 1,Beauty & Skincare,5,136.19,0,136.19,23,Wallet,30-45 min,50.8,DS0232,Delivered,,5,45-54,Male,New User,0,,No Promo,0.8
QC2015000066337,30-06-2015 08:51,0,0,Dunzo Daily,Delhi,Tier 1,Personal Care,1,265.01,26.5,238.51,19,Cash on Delivery,20-30 min,21.8,DS0141,Delivered,,3.5,25-34,Female,New User,0,,Referral,2.51
QC2015000066338,29-11-2015 08:23,1,0,Dunzo Daily,Pune,Tier 1,Household,2,355.93,0,355.93,42,Cash on Delivery,20-30 min,24.6,DS0324,Cancelled,Changed my mind,,35-44,Male,New User,0,,No Promo,1.66
QC2015000066339,03-06-2015 17:39,0,0,Dunzo Daily,Delhi,Tier 1,Baby Products,4,142.35,0,142.35,38,Wallet,30-45 min,42.6,DS0038,Delivered,,5,25-34,Male,Returning User,17,50,Referral,2.1
QC2015000066340,20-06-2015 13:00,1,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,5,270.54,13.53,257.01,37,Cash on Delivery,30-45 min,50.6,DS0182,Delivered,,3.3,25-34,Male,New User,0,,No Promo,1.11
QC2015000066341,19-05-2015 18:58,0,0,Dunzo Daily,Kolkata,Tier 1,Baby Products,3,337.39,0,337.39,15,Cash on Delivery,60+ min,54.7,DS0271,Delivered,,,35-44,Male,New User,0,,First Order Discount,0.98
QC2015000066342,07-02-2015 09:45,1,0,Dunzo Daily,Bengaluru,Tier 1,Electronics,2,346.4,51.96,294.44,35,Cash on Delivery,45-60 min,39.9,DS0193,Delivered,,4.6,55+,Male,Premium User,36,7,No Promo,0.98
QC2015000066343,01-06-2015 08:25,0,0,Dunzo Daily,Ahmedabad,Tier 1,Fruits & Vegetables,4,249.57,12.48,237.09,22,Cash on Delivery,60+ min,60,DS0023,Delivered,,4.5,18-24,Male,Returning User,31,27,No Promo,1.2
QC2015000066344,06-02-2015 13:20,0,0,Dunzo Daily,Mumbai,Tier 1,Personal Care,2,118.52,17.78,100.74,47,Cash on Delivery,20-30 min,23.6,DS0252,Delivered,,4.8,25-34,Male,New User,0,,No Promo,1.19
QC2015000066345,29-09-2015 14:31,0,0,Dunzo Daily,Chennai,Tier 1,Medicines,4,200.54,0,200.54,38,Cash on Delivery,60+ min,89.1,DS0146,Cancelled,Found better deal,2.6,45-54,Female,New User,0,,Referral,1.7
QC2015000066346,25-04-2015 12:41,1,0,Dunzo Daily,Chennai,Tier 1,Beauty & Skincare,3,99,0,99,49,Cash on Delivery,30-45 min,41.7,DS0102,Delivered,,3.8,35-44,Male,Returning User,14,35,No Promo,0.6
QC2015000066347,15-06-2015 14:49,0,0,Dunzo Daily,Kolkata,Tier 1,Baby Products,4,99,19.8,79.2,33,Cash on Delivery,60+ min,86,DS0417,Delivered,,3.4,25-34,Female,New User,0,,No Promo,1.81
QC2015000066348,09-07-2015 13:49,0,0,Dunzo Daily,Ahmedabad,Tier 1,Personal Care,5,173.53,0,173.53,12,Cash on Delivery,10-20 min,13,DS0356,Delivered,,4.9,18-24,Male,Returning User,9,48,No Promo,0.87
QC2015000066349,14-04-2015 13:25,0,0,Dunzo Daily,Hyderabad,Tier 1,Fruits & Vegetables,3,99,0,99,44,Cash on Delivery,30-45 min,39.7,DS0290,Delivered,,3.4,18-24,Male,Returning User,14,60,Referral,0.93
QC2015000066350,30-07-2015 20:15,0,0,Dunzo Daily,Ahmedabad,Tier 1,Medicines,3,395.39,39.54,355.85,22,Cash on Delivery,20-30 min,33.6,DS0333,Delivered,,2.9,25-34,Male,New User,0,,No Promo,1.16
QC2015000066351,29-06-2015 09:39,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,4,600.12,0,600.12,0,Cash on Delivery,60+ min,83,DS0193,Delivered,,3.5,35-44,Male,Returning User,,,No Promo,0.46
QC2015000066352,07-11-2015 15:00,1,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,3,338.3,67.66,270.64,15,Cash on Delivery,10-20 min,11.7,DS0200,Delivered,,,35-44,Male,New User,0,,No Promo,1.08
QC2015000066353,16-11-2015 20:43,0,0,Dunzo Daily,Delhi,Tier 1,Dairy & Eggs,5,610.77,0,610.77,0,Cash on Delivery,60+ min,88.8,DS0078,Delivered,,5,25-34,Male,Returning User,17,30,First Order Discount,1.43
QC2015000066354,17-03-2015 22:15,0,0,Dunzo Daily,Hyderabad,Tier 1,Baby Products,5,657.07,98.56,558.51,0,Cash on Delivery,30-45 min,35.6,DS0424,Delivered,,2.9,25-34,Male,New User,0,,No Promo,0.74
